#! FIELDS time coord1.mean dist1 coord2.mean dist2 phi
#! SET min_phi -pi
#! SET max_phi pi
 0.000000 67.661688 0.230947 65.560954 0.352927 -2.581205
 1.000000 67.077510 0.263222 68.923350 0.249953 -2.947788
 2.000000 63.693366 0.370949 70.746449 0.210748 -3.071502
 3.000000 64.642947 0.333489 68.774312 0.289909 3.044666
 4.000000 68.948307 0.270367 73.565144 0.218866 3.087223
 5.000000 64.647858 0.311346 68.709105 0.259044 3.079935
 6.000000 65.565582 0.311844 68.787289 0.253023 -3.081459
 7.000000 65.496838 0.318933 68.819561 0.265092 -3.034898
 8.000000 64.591952 0.349444 67.585260 0.274632 2.964123
 9.000000 62.865648 0.355499 67.567209 0.254001 -3.078087
 10.000000 63.493472 0.320589 67.801702 0.231478 -3.088613
 11.000000 64.210545 0.319599 68.047250 0.269794 2.974488
 12.000000 66.650345 0.301466 71.023017 0.239055 -2.802507
 13.000000 68.264484 0.289590 70.899121 0.253120 3.044380
 14.000000 67.199592 0.272693 70.197858 0.225325 -3.077063
 15.000000 63.432391 0.370702 68.318577 0.249308 -2.956070
 16.000000 63.202890 0.354198 67.824687 0.259842 3.134118
 17.000000 59.945304 0.440837 71.014698 0.204421 -3.075885
 18.000000 64.258173 0.312882 68.971109 0.239224 -3.138524
 19.000000 63.391181 0.372251 69.834554 0.222937 2.858579
 20.000000 67.813625 0.251280 68.584779 0.315120 2.910272
 21.000000 67.024530 0.281429 70.500589 0.238393 3.037483
 22.000000 65.578277 0.299947 67.817696 0.270935 -3.077485
 23.000000 65.032105 0.310246 69.036005 0.236014 -3.037315
 24.000000 63.241051 0.325021 69.213520 0.267032 -2.982479
 25.000000 65.790451 0.277554 66.583883 0.289349 -3.039753
 26.000000 66.761927 0.236022 69.405232 0.256337 3.027428
 27.000000 65.036563 0.304012 69.172458 0.245646 3.085324
 28.000000 64.582016 0.316983 69.017475 0.251469 -3.006506
 29.000000 66.197233 0.307965 69.904854 0.245532 -2.886915
 30.000000 65.224164 0.283812 68.022606 0.254720 -2.979794
 31.000000 67.715348 0.263115 71.499111 0.205481 3.087174
 32.000000 68.414298 0.268370 73.036170 0.187060 -2.933537
 33.000000 68.763437 0.279094 71.139279 0.251444 2.892729
 34.000000 65.386598 0.318632 70.551465 0.233287 -3.038229
 35.000000 65.686686 0.291974 72.354085 0.169683 -3.135068
 36.000000 66.602130 0.268821 70.062706 0.231129 2.967550
 37.000000 65.652288 0.306074 70.943153 0.211235 -3.101655
 38.000000 64.547344 0.320676 71.129988 0.199770 2.997590
 39.000000 68.942039 0.268897 71.929227 0.230104 3.002878
 40.000000 65.543614 0.311780 69.927272 0.244498 -2.869327
 41.000000 68.219462 0.255549 70.017648 0.267429 -2.988925
 42.000000 63.429808 0.391910 71.694837 0.191167 2.947984
 43.000000 65.118547 0.371271 70.308755 0.288584 -3.001491
 44.000000 65.741682 0.319881 67.940917 0.295055 3.101015
 45.000000 65.686631 0.341527 69.418087 0.277492 -2.974390
 46.000000 65.259503 0.366461 70.846963 0.252577 -3.049338
 47.000000 63.758097 0.380018 70.156525 0.233124 3.128761
 48.000000 61.746140 0.362471 69.742173 0.185774 -2.954493
 49.000000 65.244807 0.330614 71.444509 0.203375 3.038566
 50.000000 60.954965 0.431685 69.275912 0.224195 -3.000531
 51.000000 61.812722 0.400395 67.885993 0.262427 -3.132512
 52.000000 63.826973 0.387232 69.781980 0.244073 2.745471
 53.000000 66.230310 0.335271 68.705690 0.271552 -2.986803
 54.000000 67.798771 0.274071 69.019946 0.320873 -2.871667
 55.000000 63.727570 0.330699 69.454235 0.218881 2.795027
 56.000000 66.209464 0.259248 69.097245 0.244223 -2.848342
 57.000000 65.415917 0.274201 69.462976 0.217193 3.129170
 58.000000 64.614833 0.320973 68.056297 0.250195 -3.065150
 59.000000 68.341464 0.272531 70.568682 0.263886 -2.969158
 60.000000 66.068218 0.305457 70.721792 0.217459 -3.045077
 61.000000 69.597279 0.251355 71.451253 0.232242 -3.043986
 62.000000 70.434705 0.175940 69.111770 0.299964 -2.713888
 63.000000 67.402600 0.291000 72.615511 0.238888 3.129433
 64.000000 67.834405 0.248560 70.495077 0.251508 2.973915
 65.000000 67.549565 0.241014 71.975401 0.221783 -2.907654
 66.000000 69.380331 0.228120 68.442576 0.273383 -2.711500
 67.000000 70.667345 0.148642 69.238402 0.281318 -2.815095
 68.000000 70.923304 0.200885 70.479517 0.265723 -2.899175
 69.000000 71.440469 0.131788 68.948774 0.302117 -2.753952
 70.000000 68.486817 0.227298 68.381335 0.261593 -2.862563
 71.000000 70.298525 0.153982 68.277628 0.328463 -2.953701
 72.000000 69.701986 0.152835 69.181781 0.243945 -2.643810
