#! FIELDS coord1.mean c2 dist1 file.free der_coord1.mean der_c2 der_dist1
#! SET min_coord1.mean 0
#! SET max_coord1.mean 100
#! SET nbins_coord1.mean  26
#! SET periodic_coord1.mean false
#! SET min_c2 0
#! SET max_c2 25
#! SET nbins_c2  26
#! SET periodic_c2 false
#! SET min_dist1 0
#! SET max_dist1 5
#! SET nbins_dist1  26
#! SET periodic_dist1 false
    0.000000000    0.000000000    0.000000000   39.533109990   -0.000000000   -0.000000000   -0.000000000
    4.000000000    0.000000000    0.000000000   39.533109990   -0.000000000   -0.000000000   -0.000000000
    8.000000000    0.000000000    0.000000000   39.533109990   -0.000000000   -0.000000000   -0.000000000
   12.000000000    0.000000000    0.000000000   39.533109990   -0.000000000   -0.000000000   -0.000000000
   16.000000000    0.000000000    0.000000000   39.533109990   -0.000000000   -0.000000000   -0.000000000
   20.000000000    0.000000000    0.000000000   39.533109990   -0.000000000   -0.000000000   -0.000000000
   24.000000000    0.000000000    0.000000000   39.533109990   -0.000000000   -0.000000000   -0.000000000
   28.000000000    0.000000000    0.000000000   39.533109990   -0.000000000   -0.000000000   -0.000000000
   32.000000000    0.000000000    0.000000000   39.533109990   -0.000000000   -0.000000000   -0.000000000
   36.000000000    0.000000000    0.000000000   39.533109990   -0.000000000   -0.000000000   -0.000000000
   40.000000000    0.000000000    0.000000000   39.533109990   -0.000000000   -0.000000000   -0.000000000
   44.000000000    0.000000000    0.000000000   39.533109990   -0.000000000   -0.000000000   -0.000000000
   48.000000000    0.000000000    0.000000000   39.533109990   -0.000000000   -0.000000000   -0.000000000
   52.000000000    0.000000000    0.000000000   39.533109990   -0.000000000   -0.000000000   -0.000000000
   56.000000000    0.000000000    0.000000000   39.533109817   -0.000000192   -0.000000310   -0.000006346
   60.000000000    0.000000000    0.000000000   39.533101014   -0.000007761   -0.000016030   -0.000352398
   64.000000000    0.000000000    0.000000000   39.532933460   -0.000110377   -0.000314466   -0.007465314
   68.000000000    0.000000000    0.000000000   39.531770003   -0.000520815   -0.002378754   -0.061579419
   72.000000000    0.000000000    0.000000000   39.529141073   -0.000613588   -0.007015565   -0.198968474
   76.000000000    0.000000000    0.000000000   39.528485062    0.000360656   -0.008137875   -0.252357803
   80.000000000    0.000000000    0.000000000   39.530983005    0.000660450   -0.003727392   -0.125399196
   84.000000000    0.000000000    0.000000000   39.532724913    0.000209592   -0.000672951   -0.024295061
   88.000000000    0.000000000    0.000000000   39.533082727    0.000021266   -0.000047598   -0.001824206
   92.000000000    0.000000000    0.000000000   39.533109745    0.000000236   -0.000000448   -0.000022509
   96.000000000    0.000000000    0.000000000   39.533109990   -0.000000000   -0.000000000   -0.000000000
  100.000000000    0.000000000    0.000000000   39.533109990   -0.000000000   -0.000000000   -0.000000000
    0.000000000    1.000000000    0.000000000   39.533109990   -0.000000000   -0.000000000   -0.000000000
    4.000000000    1.000000000    0.000000000   39.533109990   -0.000000000   -0.000000000   -0.000000000
    8.000000000    1.000000000    0.000000000   39.533109990   -0.000000000   -0.000000000   -0.000000000
   12.000000000    1.000000000    0.000000000   39.533109990   -0.000000000   -0.000000000   -0.000000000
