#! FIELDS time dist1 coord1.mean c2
 0.000000 0.286405 68.185127 7.591307
 1.000000 0.259549 69.641124 7.548592
 2.000000 0.146158 72.837674 6.951493
 3.000000 0.116999 74.585769 6.375665
 4.000000 0.147193 74.357916 6.967842
 5.000000 0.246281 73.037138 9.193442
 6.000000 0.052478 75.858352 6.993548
 7.000000 0.174965 72.663518 7.030615
 8.000000 0.208494 74.491938 9.806501
 9.000000 0.110877 73.900886 6.223918
 10.000000 0.118346 73.724595 6.711195
 11.000000 0.035654 74.792515 6.679760
 12.000000 0.044348 76.427329 7.205224
 13.000000 0.066987 76.766378 6.697678
 14.000000 0.083370 74.620029 7.179307
 15.000000 0.057869 74.943040 7.196527
 16.000000 0.030123 76.494361 7.008943
 17.000000 0.215699 75.484529 9.522506
 18.000000 0.161097 75.376725 8.694594
 19.000000 0.081982 75.190868 6.605531
 20.000000 0.126278 75.776471 8.673429
 21.000000 0.243853 72.758813 11.005543
 22.000000 0.186465 75.771468 8.361804
 23.000000 0.281460 73.607873 10.813448
 24.000000 0.273848 71.219752 11.307635
 25.000000 0.340285 69.557531 11.830609
 26.000000 0.329094 69.742771 14.067276
 27.000000 0.420027 64.442850 12.454309
 28.000000 0.472510 60.002434 10.296588
 29.000000 0.390794 61.528417 8.893006
 30.000000 0.411969 63.273552 12.350824
 31.000000 0.456956 62.231286 12.485126
 32.000000 0.283327 66.639651 5.279366
 33.000000 0.255002 70.805289 5.934108
 34.000000 0.124101 73.777878 6.885942
 35.000000 0.042900 77.245188 7.479576
 36.000000 0.046151 75.927101 6.679190
 37.000000 0.024984 74.351416 6.645264
 38.000000 0.200349 74.642569 10.384007
 39.000000 0.104768 74.028479 6.472975
 40.000000 0.259584 67.404750 4.406883
 41.000000 0.210315 66.525226 4.501316
 42.000000 0.395850 61.530459 6.460586
 43.000000 0.436937 61.618918 12.148318
 44.000000 0.413459 63.348739 7.671172
 45.000000 0.493643 57.828637 11.063322
 46.000000 0.330903 66.429085 7.267450
 47.000000 0.348872 63.103756 4.512961
 48.000000 0.299121 65.669813 4.409886
 49.000000 0.473888 59.084606 12.088413
 50.000000 0.420292 59.405725 10.553761
 51.000000 0.612459 53.996231 14.182149
 52.000000 0.734817 47.162136 13.662133
 53.000000 0.813559 43.431173 14.027455
 54.000000 0.815114 41.969391 11.123760
 55.000000 0.874603 39.232250 10.084463
 56.000000 0.971940 31.500944 10.913342
 57.000000 1.012631 28.652459 11.901176
 58.000000 1.120563 25.691751 10.417111
 59.000000 1.036637 30.733826 8.155920
 60.000000 1.101104 28.289391 6.701660
 61.000000 1.290813 20.636885 9.649128
 62.000000 1.300339 21.474840 9.090668
 63.000000 1.158809 26.211016 8.717277
 64.000000 1.777668 5.963047 7.585474
 65.000000 1.803136 3.444298 3.597902
 66.000000 1.838928 1.829078 1.544435
 67.000000 2.135530 2.208827 2.610538
