#! FIELDS time d1 d2
#! SET min_d1 -pi
#! SET max_d1 pi
#! SET min_d2 -pi
#! SET max_d2 pi
 0.000000 -0.099497 -1.215796
 1.000000 -0.123891 -1.372316
 2.000000 -0.080700 -2.153201
 3.000000 -0.471762 -1.099771
 4.000000 -0.096375 -1.981302
 5.000000 0.171760 -2.346320
 6.000000 0.044105 -1.701175
 7.000000 0.083064 -1.993660
 8.000000 0.332803 -2.434106
 9.000000 0.165798 -2.078741
 10.000000 0.176229 -1.884888
 11.000000 0.537914 -1.713840
 12.000000 0.042118 -1.604165
 13.000000 -0.095288 -1.665986
 14.000000 -0.213914 -1.345231
 15.000000 -0.243479 -1.182849
 16.000000 0.303933 -1.542542
 17.000000 0.048263 -1.049653
 18.000000 0.298582 -1.648676
 19.000000 -0.507416 -1.033381
 20.000000 -0.006570 -1.442278
 21.000000 -0.184271 -1.099977
 22.000000 0.191696 -1.082203
 23.000000 -0.157235 -1.793788
 24.000000 0.119761 -1.048306
 25.000000 -0.251911 -1.108573
 26.000000 0.101007 -1.682094
 27.000000 -0.573535 -1.017012
 28.000000 0.020222 -1.784864
 29.000000 0.076230 -1.327604
 30.000000 -0.149262 -1.841671
 31.000000 0.109464 -1.518892
 32.000000 -0.305973 -1.226589
 33.000000 0.188974 -1.147461
 34.000000 -0.119966 -0.952449
 35.000000 -0.296581 -1.458830
 36.000000 0.256111 -1.214553
 37.000000 -0.158912 -1.278722
 38.000000 0.073156 -1.659302
 39.000000 0.095384 -1.254834
 40.000000 -0.244451 -1.248122
 41.000000 -0.191592 -1.321794
 42.000000 -0.111819 -1.386242
 43.000000 -0.019112 -1.146703
 44.000000 0.117815 -2.083813
 45.000000 -0.371491 -1.060710
 46.000000 -0.016801 -1.085946
 47.000000 0.030559 -1.243512
 48.000000 -0.128686 -1.682140
 49.000000 -0.119407 -1.271781
 50.000000 -0.081151 -1.061831
 51.000000 0.151485 -1.345707
 52.000000 -0.213208 -1.068647
 53.000000 -0.339201 -1.065898
 54.000000 -0.010046 -1.463618
 55.000000 0.041318 -0.617212
 56.000000 -0.139262 -1.238520
 57.000000 0.109973 -1.781767
 58.000000 -0.002419 -1.450133
 59.000000 0.109886 -0.726957
 60.000000 -0.093489 -1.195221
 61.000000 0.177565 -0.948280
 62.000000 -0.135358 -0.644900
 63.000000 -0.409610 -0.905531
 64.000000 -0.100104 -1.060370
 65.000000 -0.028621 -1.155349
 66.000000 -0.231272 -1.368312
 67.000000 -0.188086 -1.341005
 68.000000 0.098146 -0.903735
 69.000000 0.070256 -1.243775
 70.000000 -0.268336 -1.474890
