#! FIELDS time coord1.mean dist1 coord2.mean dist2 phi
#! SET min_phi -pi
#! SET max_phi pi
 0.000000 58.390217 0.494025 60.222555 0.472692 0.049845
 1.000000 66.741785 0.342018 65.781602 0.404866 0.116955
 2.000000 67.243730 0.343399 72.260417 0.201405 0.063987
 3.000000 72.060402 0.171671 68.548526 0.290898 -0.030498
 4.000000 71.998795 0.218181 68.756038 0.305309 0.481554
 5.000000 70.673713 0.214896 69.468143 0.249810 -0.083245
 6.000000 70.511108 0.252870 71.419679 0.243989 -0.117018
 7.000000 70.964308 0.211656 69.098767 0.280482 -0.011161
 8.000000 65.928898 0.406671 71.522754 0.286290 0.602152
 9.000000 68.251112 0.334664 72.958301 0.231848 0.247944
 10.000000 71.118451 0.198321 71.467398 0.247705 0.071942
 11.000000 70.962715 0.248036 71.343340 0.243932 -0.401048
 12.000000 71.919054 0.217811 70.324453 0.272612 -0.005147
 13.000000 72.401421 0.154669 69.055807 0.286442 0.187290
 14.000000 72.014961 0.186361 70.161764 0.284322 -0.310654
 15.000000 69.912750 0.257276 71.579411 0.232489 0.356692
 16.000000 71.113459 0.238254 69.244865 0.229859 0.285414
 17.000000 72.603712 0.173765 69.882289 0.308533 -0.012599
 18.000000 71.165479 0.236541 70.530142 0.298278 -0.362015
 19.000000 64.167860 0.417302 73.318951 0.207016 -0.100508
 20.000000 71.106706 0.167586 68.867497 0.294648 0.652503
 21.000000 72.390853 0.188728 70.751872 0.263788 -0.272411
 22.000000 71.379795 0.203594 69.812689 0.254443 -0.016922
 23.000000 71.473276 0.193723 70.456074 0.251110 0.082532
 24.000000 72.503400 0.230486 69.921081 0.302229 -0.004334
 25.000000 72.897551 0.227697 71.188652 0.289111 0.275884
 26.000000 70.888979 0.235683 71.560587 0.227306 0.054067
 27.000000 71.980140 0.179700 68.987090 0.291207 0.189473
 28.000000 71.406808 0.196368 68.011346 0.295290 0.130056
 29.000000 70.844441 0.223745 70.111886 0.272608 -0.494534
 30.000000 68.371639 0.304721 73.603972 0.177130 -0.076952
 31.000000 70.534357 0.278693 73.396146 0.236069 0.305265
 32.000000 70.970693 0.177741 68.336149 0.303169 0.486088
 33.000000 70.565576 0.274024 73.874975 0.195340 -0.084508
 34.000000 68.897745 0.244108 67.699720 0.302728 -0.128115
 35.000000 71.745291 0.158465 68.719855 0.291555 -0.159663
 36.000000 72.764769 0.184064 69.512453 0.294435 -0.014119
 37.000000 71.904946 0.215447 69.122104 0.285311 -0.137352
 38.000000 71.585546 0.192607 69.899578 0.261593 0.491310
 39.000000 72.623184 0.194420 71.133431 0.247984 0.159227
 40.000000 72.674816 0.142850 68.226981 0.308200 0.052306
 41.000000 72.043122 0.227185 72.562410 0.236585 0.269135
 42.000000 69.962723 0.290321 71.396810 0.228400 0.042697
 43.000000 65.117685 0.425051 73.230343 0.215748 0.077925
 44.000000 61.079970 0.504081 75.260538 0.167252 -0.204384
 45.000000 60.841980 0.486853 73.185491 0.240779 0.417234
