0.0 0.0
1.75031e+06 0.0196078
2.94014e+06 0.0392157
5.97506e+06 0.0588235
9.65836e+06 0.0784314
1.51602e+07 0.0980392
1.53817e+07 0.117647
1.9653e+07 0.137255
2.62925e+07 0.156863
5.58562e+07 0.176471
1.04465e+08 0.196078
1.94325e+08 0.215686
2.14162e+08 0.235294
2.45933e+08 0.254902
2.72779e+08 0.27451
3.4262e+08 0.294118
4.1768e+08 0.313725
4.49458e+08 0.333333
6.70453e+08 0.352941
6.91165e+08 0.372549
7.14631e+08 0.392157
9.60725e+08 0.411765
1.03873e+09 0.431373
1.07571e+09 0.45098
1.25291e+09 0.470588
1.58653e+09 0.490196
1.61699e+09 0.509804
1.86721e+09 0.529412
2.46067e+09 0.54902
3.20632e+09 0.568627
5.69337e+09 0.588235
6.80036e+09 0.607843
7.70432e+09 0.627451
8.62972e+09 0.647059
1.03588e+10 0.666667
1.09354e+10 0.686275
1.38963e+10 0.705882
2.0688e+10 0.72549
2.16238e+10 0.745098
2.26417e+10 0.764706
2.44412e+10 0.784314
2.52022e+10 0.803922
3.25216e+10 0.823529
4.60741e+10 0.843137
4.78383e+10 0.862745
5.77972e+10 0.882353
5.86159e+10 0.901961
9.48612e+10 0.921569
1.02808e+11 0.941176
2.1181e+11 0.960784
3.26483e+11 0.980392
1.20289e+12 1
