0.000000000 -4.67814
0.100000000 -12.6617
0.200000000 -20.9879
0.300000000 -20.7001
0.400000000 -15.1608
0.500000000 -13.582
0.600000000 -12.9163
0.700000000 -8.78718
0.800000000 -6.84482
0.900000000 -6.26499
1.000000000 -6.31777
1.100000000 -5.19768
1.200000000 -4.77589
1.300000000 -4.68858
1.400000000 -4.6658
1.500000000 -4.65803
1.600000000 -4.65427
1.700000000 -4.64969
1.800000000 -4.64606
1.900000000 -4.64425
2.000000000 -4.64274
2.100000000 -4.6416
2.200000000 -4.64056
2.300000000 -4.64033
2.400000000 -4.63995
2.500000000 -4.63973
2.600000000 -4.63962
2.700000000 -4.63958
2.800000000 -4.63955
2.900000000 -4.63955
3.000000000 -4.63955
3.100000000 -4.63955
3.200000000 -4.63955
3.300000000 -4.63955
3.400000000 -4.63955
3.500000000 -4.63955
3.600000000 -4.63955
3.700000000 -4.63955
3.800000000 -4.63955
3.900000000 -4.63955
4.000000000 -4.63955
4.100000000 -4.63955
4.200000000 -4.63955
4.300000000 -4.63955
4.400000000 -4.63955
4.500000000 -4.63955
4.600000000 -4.63955
4.700000000 -4.63955
4.800000000 -4.63955
4.900000000 -4.63955
5.000000000 -4.63955
