0.0 0.0
259.87 0.0153846
468.172 0.0307692
518.889 0.0461538
667.235 0.0615385
4796.84 0.0769231
9160.89 0.0923077
9265.48 0.107692
9873.11 0.123077
13981.8 0.138462
23036.7 0.153846
26956.6 0.169231
32148.9 0.184615
37705.1 0.2
47378.6 0.215385
49378.7 0.230769
50626.8 0.246154
62161.6 0.261538
64475 0.276923
64906.4 0.292308
70846.4 0.307692
79951.2 0.323077
92665.7 0.338462
95088.3 0.353846
101737 0.369231
106034 0.384615
109454 0.4
116191 0.415385
116458 0.430769
134451 0.446154
138571 0.461538
141509 0.476923
141645 0.492308
141730 0.507692
153149 0.523077
157913 0.538462
165063 0.553846
165344 0.569231
177314 0.584615
182491 0.6
237429 0.615385
244817 0.630769
269939 0.646154
289955 0.661538
292975 0.676923
349228 0.692308
349755 0.707692
356251 0.723077
412915 0.738462
414296 0.753846
416725 0.769231
421931 0.784615
430726 0.8
449208 0.815385
459322 0.830769
590726 0.846154
598800 0.861538
632406 0.876923
638411 0.892308
647096 0.907692
663521 0.923077
762763 0.938462
944944 0.953846
1.30792e+06 0.969231
1.33031e+06 0.984615
1.56037e+06 1
