#! FIELDS time phi omega psi
#! SET min_phi -pi
#! SET max_phi pi
#! SET min_omega -pi
#! SET max_omega pi
#! SET min_psi -pi
#! SET max_psi pi
 5017.000000 -1.198701 0.068376 2.818662
 5018.000000 -1.723254 0.163925 -3.014769
 5019.000000 -1.271578 -0.107815 2.991082
 5020.000000 -1.633017 -0.025409 3.122267
 5021.000000 -1.107689 -0.374840 2.778617
 5022.000000 -1.279538 -0.182404 2.839607
 5023.000000 -0.943187 -0.533456 3.055024
 5024.000000 -0.848353 -0.480753 2.968682
 5025.000000 -1.284148 -0.058900 2.948270
 5026.000000 -1.385869 -0.083816 -3.060428
 5027.000000 -1.015763 -0.130461 2.802529
 5028.000000 -0.931374 -0.389898 2.734317
 5029.000000 -1.008961 -0.412675 2.925042
 5030.000000 -1.312716 -0.065704 3.080498
 5031.000000 -1.583680 0.043344 3.038367
 5032.000000 -1.085635 -0.261645 2.881978
 5033.000000 -1.103575 -0.232945 -3.124043
 5034.000000 -1.304755 -0.027948 2.846201
 5035.000000 -0.950937 -0.438801 2.894843
 5036.000000 -2.150090 0.262624 -2.762231
 5037.000000 -1.247579 -0.158248 2.977358
 5038.000000 -2.087042 0.131403 -3.016658
 5039.000000 -1.349508 -0.027168 3.063121
 5040.000000 -1.327123 -0.066536 2.934600
 5041.000000 -1.158000 -0.373469 2.935866
 5042.000000 -1.013932 -0.319253 2.829094
 5043.000000 -1.340718 -0.321246 -2.985630
 5044.000000 -1.013388 -0.438017 2.740705
 5045.000000 -1.257504 -0.184235 2.850701
 5046.000000 -1.133852 -0.417748 2.802683
 5047.000000 -1.019776 -0.435534 -2.963422
 5048.000000 -1.158170 -0.321335 2.982842
 5049.000000 -0.850449 -0.487404 2.843952
 5050.000000 -1.365904 -0.063964 3.040684
 5051.000000 -1.450882 -0.212738 -3.120776
 5052.000000 -1.234510 -0.077960 3.038886
 5053.000000 -0.948628 -0.394527 2.938174
 5054.000000 -1.287730 -0.133980 2.904917
 5055.000000 -1.748803 0.317874 -2.945649
 5056.000000 -1.333030 0.002677 2.973223
 5057.000000 -1.654930 0.143665 -3.070499
 5058.000000 -0.908818 -0.392625 2.700321
 5059.000000 -0.975461 -0.450308 2.838797
 5060.000000 -1.269355 -0.158248 2.962082
 5061.000000 -0.990966 -0.427884 3.074701
 5062.000000 -1.282219 -0.083006 3.063018
 5063.000000 -1.011089 -0.259407 2.704696
 5064.000000 -1.266277 -0.077727 2.902662
 5065.000000 -0.952785 -0.316794 2.891283
 5066.000000 -1.096620 -0.265882 3.127665
 5067.000000 -1.180355 -0.257899 2.796019
 5068.000000 -1.135802 -0.125215 3.048940
 5069.000000 -1.447451 -0.045996 2.953902
 5070.000000 -1.023396 -0.210831 2.711855
 5071.000000 -1.358149 -0.324042 2.978567
 5072.000000 -1.173632 -0.075164 2.658273
 5073.000000 -0.846009 -0.445341 2.918506
 5074.000000 -1.444692 -0.270247 2.744992
 5075.000000 -1.610481 0.100944 -3.105782
 5076.000000 -1.090962 -0.424120 3.027211
 5077.000000 -1.219187 -0.082608 2.960563
 5078.000000 -0.989952 -0.571228 2.854722
 5079.000000 -1.496649 -0.005818 -3.061561
 5080.000000 -1.794603 0.222993 -3.064839
 5081.000000 -1.244442 -0.211375 -2.966930
 5082.000000 -1.519404 0.007480 -3.063178
 5083.000000 -1.417214 -0.226439 -3.038071
 5084.000000 -1.558782 -0.227438 -2.966908
 5085.000000 -0.990988 -0.249339 3.057636
 5086.000000 -1.436824 -0.002595 2.884106
 5087.000000 -1.058885 -0.279674 2.866938
 5088.000000 -1.652656 -0.113641 -3.125986
 5089.000000 -1.499339 -0.061716 2.761461
 5090.000000 -0.864577 -0.467118 2.998194
 5091.000000 -1.099666 -0.290377 3.136922
 5092.000000 -0.952967 -0.426398 2.979129
 5093.000000 -1.342683 -0.132984 2.889758
 5094.000000 -1.642158 0.082414 3.063168
 5095.000000 -0.952122 -0.408372 2.754155
 5096.000000 -1.101699 -0.377141 -3.132265
 5097.000000 -0.690417 -0.463882 2.718846
 5098.000000 -1.300172 0.032637 3.092910
 5099.000000 -1.330386 -0.253154 -3.125463
 5100.000000 -1.442219 -0.317203 -3.041336
 5101.000000 -1.669178 -0.011677 2.826420
 5102.000000 -1.005881 -0.514790 2.784220
 5103.000000 -1.363047 -0.162948 2.988795
 5104.000000 -1.119276 -0.341972 2.803716
 5105.000000 -1.395503 0.185895 2.798020
 5106.000000 -0.963432 -0.633258 3.050487
 5107.000000 -1.380128 -0.315798 -3.033393
 5108.000000 -1.135636 -0.265883 -3.115267
 5109.000000 -1.108297 -0.209721 2.554223
 5110.000000 -1.162011 -0.103643 2.833978
 5111.000000 -1.497995 -0.278874 2.857760
 5112.000000 -1.140980 -0.165499 2.935669
 5113.000000 -1.151776 -0.392525 2.831958
 5114.000000 -1.236503 -0.269592 2.926844
 5115.000000 -1.350157 -0.175296 3.131249
 5116.000000 -1.588025 -0.175344 3.134936
 5117.000000 -1.241005 -0.207603 3.121141
 5118.000000 -1.287049 -0.308477 2.846860
 5119.000000 -1.432634 -0.285064 3.069791
 5120.000000 -1.189597 -0.128064 2.933082
 5121.000000 -1.461061 -0.161972 -2.894683
 5122.000000 -1.713984 0.189928 -3.030785
 5123.000000 -0.888141 -0.641418 2.962868
 5124.000000 -1.431765 -0.152853 -3.044884
 5125.000000 -1.127755 -0.219658 2.669814
 5126.000000 -1.412262 -0.080007 -3.108470
 5127.000000 -1.383102 -0.305999 2.866631
 5128.000000 -1.207769 -0.165249 2.726894
 5129.000000 -1.675135 0.167885 -2.960043
 5130.000000 -1.482148 0.165532 2.988624
 5131.000000 -0.908823 -0.464935 2.775421
 5132.000000 -0.873638 -0.620961 2.877730
 5133.000000 -1.510280 -0.329179 -2.948177
 5134.000000 -1.349696 0.005617 2.811586
 5135.000000 -1.183893 -0.043638 2.799626
 5136.000000 -1.379952 0.058425 -3.045381
 5137.000000 -0.941236 -0.689267 3.082355
 5138.000000 -1.796117 0.260274 -3.138067
 5139.000000 -1.325372 -0.060236 -3.137564
 5140.000000 -1.103349 -0.189480 3.023062
 5141.000000 -1.371075 -0.254241 -3.052128
 5142.000000 -0.984289 -0.330784 -3.128040
 5143.000000 -0.913625 -0.260272 2.612748
 5144.000000 -1.428403 -0.027832 -3.069281
 5145.000000 -1.122941 -0.268083 2.855119
 5146.000000 -1.006928 -0.289770 2.976679
 5147.000000 -1.154148 -0.141632 2.887101
 5148.000000 -1.823404 0.269459 -2.875535
 5149.000000 -1.250236 -0.031263 2.802265
 5150.000000 -1.357928 -0.042245 3.055277
 5151.000000 -1.443745 -0.017040 2.880758
 5152.000000 -1.388721 -0.201214 3.008754
 5153.000000 -1.658151 0.355398 -3.128457
 5154.000000 -1.055861 -0.193314 2.897829
 5155.000000 -1.186958 -0.343630 2.939145
 5156.000000 -1.536764 -0.089095 -2.940697
 5157.000000 -1.333671 -0.198845 3.128863
 5158.000000 -1.339692 -0.297139 -2.966363
 5159.000000 -1.257534 -0.347790 -3.103732
 5160.000000 -1.083400 -0.404418 2.924174
 5161.000000 -1.281237 -0.255608 2.744292
 5162.000000 -0.835457 -0.452603 2.950575
 5163.000000 -1.060284 -0.265676 2.904277
 5164.000000 -1.065669 -0.362458 2.912221
 5165.000000 -1.422924 -0.115833 2.935142
 5166.000000 -1.049779 -0.129059 2.548583
 5167.000000 -0.975839 -0.401770 3.047652
 5168.000000 -0.997952 -0.597443 3.024042
 5169.000000 -1.663691 0.332121 -3.140508
 5170.000000 -1.175279 -0.362318 2.935762
 5171.000000 -0.937754 -0.635053 2.760662
 5172.000000 -1.027376 -0.454895 2.924068
 5173.000000 -1.963594 0.096119 2.899329
 5174.000000 -1.198821 -0.148572 2.902896
 5175.000000 -1.338350 -0.306514 -3.000956
 5176.000000 -1.408810 0.169589 2.779760
 5177.000000 -1.385142 -0.197819 3.051717
 5178.000000 -1.228499 -0.221030 3.025246
 5179.000000 -1.239939 -0.223038 3.141499
 5180.000000 -1.452124 0.000078 2.913932
 5181.000000 -1.478682 -0.152449 3.090356
 5182.000000 -1.481878 -0.011739 2.817628
 5183.000000 -1.467891 -0.076643 3.014193
 5184.000000 -1.715665 -0.161806 -3.027444
 5185.000000 -1.338300 -0.076380 3.050315
 5186.000000 -1.113948 -0.289377 3.128514
 5187.000000 -1.173297 -0.236067 3.125138
 5188.000000 -1.312945 0.092840 3.085922
 5189.000000 -1.823985 0.157500 -2.893976
 5190.000000 -1.196598 -0.264124 3.020751
 5191.000000 -1.234501 -0.171397 -3.030311
 5192.000000 -1.267851 -0.181102 3.044682
 5193.000000 -1.281241 -0.208582 3.067794
 5194.000000 -1.447573 0.009536 2.968748
 5195.000000 -1.273611 -0.224181 3.075348
 5196.000000 -1.139022 -0.057299 2.815931
 5197.000000 -1.410272 -0.155708 3.111244
 5198.000000 -1.188864 -0.306041 2.866496
 5199.000000 -1.271076 -0.206772 2.981562
 5200.000000 -1.152099 -0.394587 3.028248
 5201.000000 -1.230886 -0.081494 2.846701
 5202.000000 -1.478981 -0.076971 -3.039744
 5203.000000 -1.131251 -0.309870 3.125895
 5204.000000 -0.943140 -0.226241 2.793314
 5205.000000 -1.035756 -0.406043 2.944904
 5206.000000 -1.369778 -0.139402 2.995615
 5207.000000 -1.241743 -0.175676 2.891770
 5208.000000 -1.882400 0.074418 -3.009483
 5209.000000 -1.003476 -0.382248 2.875329
 5210.000000 -1.307082 -0.213718 2.977945
 5211.000000 -1.144169 -0.208889 2.943220
 5212.000000 -1.803284 0.053570 -2.974168
 5213.000000 -0.862716 -0.757629 2.936412
 5214.000000 -0.999532 -0.548214 3.038990
 5215.000000 -1.073584 -0.329394 2.965249
 5216.000000 -1.062618 -0.163126 2.957328
 5217.000000 -1.583444 -0.100057 -2.982492
 5218.000000 -1.200499 -0.144271 -2.957827
 5219.000000 -1.699500 0.038789 -3.058172
 5220.000000 -1.425862 -0.074640 2.981816
 5221.000000 -1.079626 -0.424990 2.742165
 5222.000000 -1.309372 -0.015860 2.816883
 5223.000000 -0.894694 -0.591194 2.942412
 5224.000000 -1.191860 -0.501198 2.903072
 5225.000000 -1.224307 -0.299538 2.950143
 5226.000000 -1.173126 -0.245665 2.982306
 5227.000000 -1.106831 -0.490489 2.940495
 5228.000000 -0.916968 -0.465704 2.730276
 5229.000000 -1.040878 -0.326153 2.957088
 5230.000000 -1.271031 -0.104085 2.969704
 5231.000000 -0.944850 -0.615733 2.965743
 5232.000000 -1.228970 -0.267003 2.833313
 5233.000000 -1.041487 -0.778843 2.788057
 5234.000000 -0.791582 -0.566064 -3.103244
 5235.000000 -1.344011 -0.070792 3.046780
 5236.000000 -1.095276 -0.199188 2.659476
 5237.000000 -1.951006 0.380340 -2.990148
 5238.000000 -1.029247 -0.357513 2.785534
 5239.000000 -1.190122 -0.383651 2.920599
 5240.000000 -1.233777 -0.232910 3.126986
 5241.000000 -1.198638 -0.354642 -3.129285
 5242.000000 -1.464954 0.063842 2.986997
 5243.000000 -1.300367 0.106759 2.694383
 5244.000000 -1.719098 0.093886 2.778817
 5245.000000 -1.200953 -0.202800 2.959836
 5246.000000 -0.939483 -0.493323 3.102110
 5247.000000 -1.740985 0.236389 -3.111713
 5248.000000 -0.930310 -0.608569 2.947340
 5249.000000 -0.814557 -0.149073 2.939196
 5250.000000 -1.124534 -0.317286 3.037348
 5251.000000 -1.466250 -0.224116 -3.065258
 5252.000000 -0.920295 -0.458445 3.051032
 5253.000000 -1.080168 -0.170159 2.850542
 5254.000000 -1.020727 -0.390017 3.053180
 5255.000000 -1.030565 -0.214365 2.895997
 5256.000000 -1.233669 -0.195533 3.017188
 5257.000000 -1.390876 -0.033103 3.071261
 5258.000000 -0.923536 -0.503316 2.834802
 5259.000000 -0.989104 -0.267852 3.076249
 5260.000000 -0.924463 -0.386789 3.074114
 5261.000000 -1.229654 -0.335281 3.131713
 5262.000000 -1.732023 0.033289 -3.126909
 5263.000000 -0.917822 -0.649170 2.919008
 5264.000000 -1.020878 -0.214370 2.935293
 5265.000000 -1.344292 -0.148289 3.107098
 5266.000000 -1.245570 -0.188652 2.945383
 5267.000000 -1.473033 -0.343833 -3.101043
 5268.000000 -1.140293 -0.165374 2.895209
 5269.000000 -1.703248 0.204686 -3.040060
 5270.000000 -0.845788 -0.345041 2.695930
 5271.000000 -0.995113 -0.397264 3.010898
 5272.000000 -1.241347 -0.257775 2.910109
 5273.000000 -0.895178 -0.559816 2.842833
 5274.000000 -1.053805 -0.499554 3.114838
 5275.000000 -1.219996 -0.179880 3.029720
 5276.000000 -1.950642 0.701768 3.132352
 5277.000000 -1.147852 -0.418950 2.755820
 5278.000000 -0.860657 -0.370690 2.766918
 5279.000000 -1.908836 0.197162 3.138763
 5280.000000 -1.143115 -0.231810 2.765957
 5281.000000 -1.176466 -0.380119 -3.096056
 5282.000000 -1.096410 -0.381953 2.874428
 5283.000000 -1.423925 0.011137 2.885196
 5284.000000 -0.978176 -0.504863 3.003304
 5285.000000 -1.196344 -0.179331 3.051654
 5286.000000 -1.458271 -0.031511 -3.127759
 5287.000000 -1.377661 0.113997 2.794879
 5288.000000 -0.944315 -0.480452 2.835856
 5289.000000 -1.396283 -0.150616 -2.888333
 5290.000000 -1.202575 -0.276372 2.912019
 5291.000000 -1.043664 -0.420964 2.974809
 5292.000000 -1.146190 -0.353635 3.113312
 5293.000000 -1.034835 -0.308480 2.646326
 5294.000000 -1.204937 -0.452052 3.094978
 5295.000000 -0.973017 -0.420184 2.895368
 5296.000000 -1.567584 -0.135097 2.982411
 5297.000000 -2.433246 0.502363 -2.966231
 5298.000000 -0.824633 -0.511715 3.047289
 5299.000000 -1.093083 -0.217098 3.033808
 5300.000000 -0.993425 -0.405040 2.810970
 5301.000000 -1.345283 -0.054923 3.005781
 5302.000000 -0.848427 -0.454527 2.876925
 5303.000000 -1.164531 -0.238406 2.804454
 5304.000000 -0.875486 -0.379911 2.766717
 5305.000000 -2.078702 0.300913 -3.034600
 5306.000000 -1.208174 -0.041399 2.946697
 5307.000000 -1.232033 -0.189348 -3.099530
 5308.000000 -1.300237 -0.136633 2.865177
 5309.000000 -1.464528 0.051435 2.797174
 5310.000000 -1.053402 -0.306043 2.897099
 5311.000000 -1.202280 -0.342118 2.757514
 5312.000000 -1.354101 -0.152720 -3.015651
 5313.000000 -0.998377 -0.280460 3.140442
 5314.000000 -1.054329 -0.483651 2.880564
 5315.000000 -1.796414 0.124120 -3.056608
 5316.000000 -0.985702 -0.491608 3.118180
 5317.000000 -1.227275 -0.270915 3.070346
 5318.000000 -1.164767 -0.188882 3.022128
 5319.000000 -1.018531 -0.393808 3.062485
 5320.000000 -1.159847 -0.145597 2.814421
 5321.000000 -1.338184 -0.182639 2.753893
 5322.000000 -1.428708 -0.201910 2.974050
 5323.000000 -0.641129 -0.723464 2.895097
 5324.000000 -1.393997 -0.013478 3.096177
 5325.000000 -0.927380 -0.385806 2.880734
 5326.000000 -1.450038 -0.022011 2.909465
 5327.000000 -0.884582 -0.578377 3.017925
 5328.000000 -1.045293 -0.220582 3.024145
 5329.000000 -1.030237 -0.315201 2.985464
 5330.000000 -1.491581 -0.019670 -2.993738
 5331.000000 -1.523892 -0.206995 2.950258
 5332.000000 -1.049297 -0.499777 2.953035
 5333.000000 -1.045984 -0.462247 2.963463
 5334.000000 -1.264147 -0.195798 3.011431
 5335.000000 -1.212183 -0.442891 2.965300
 5336.000000 -1.341908 -0.239447 -3.048756
 5337.000000 -1.248716 -0.194465 2.718580
 5338.000000 -1.115422 -0.293941 2.790144
 5339.000000 -1.025875 -0.360585 2.950439
 5340.000000 -1.056821 -0.347764 2.702520
 5341.000000 -1.271935 -0.208875 2.833644
 5342.000000 -1.284903 -0.198824 -2.795243
 5343.000000 -1.221555 -0.209959 3.071942
 5344.000000 -1.391523 -0.055691 -3.084091
 5345.000000 -0.915470 -0.578434 2.970806
 5346.000000 -1.393302 0.043831 -3.129049
 5347.000000 -1.353539 -0.045201 2.892651
 5348.000000 -1.002346 -0.403137 2.919337
 5349.000000 -1.097572 -0.288056 2.927339
 5350.000000 -1.418510 -0.200984 3.090211
 5351.000000 -1.170825 -0.461024 2.855890
 5352.000000 -1.406419 -0.261101 3.011192
 5353.000000 -1.206712 -0.370903 2.989999
 5354.000000 -1.268664 -0.261763 -2.979713
 5355.000000 -1.176596 -0.275708 2.991488
 5356.000000 -1.604621 0.410566 3.033824
 5357.000000 -0.934042 -0.439082 2.963583
 5358.000000 -1.080010 -0.239240 3.060743
 5359.000000 -1.243303 -0.261675 3.104551
 5360.000000 -1.283098 -0.176134 3.028435
 5361.000000 -1.627234 -0.032767 3.007017
 5362.000000 -1.090015 -0.213217 3.031021
 5363.000000 -1.094297 -0.331203 2.682335
 5364.000000 -1.440803 -0.123605 2.707650
 5365.000000 -1.006575 -0.504195 2.972999
 5366.000000 -1.304313 -0.518108 -3.081109
 5367.000000 -1.014820 -0.150601 2.891244
 5368.000000 -1.360130 -0.256901 -3.092402
 5369.000000 -1.591905 -0.536926 -3.085799
 5370.000000 -1.220554 -0.350727 3.076500
 5371.000000 -1.484014 0.145500 -3.134890
 5372.000000 -1.291665 -0.221673 3.016643
 5373.000000 -1.595860 0.222391 3.018315
 5374.000000 -0.845669 -0.192400 2.557028
 5375.000000 -1.099108 -0.253657 2.867469
 5376.000000 -1.238071 -0.012590 2.901033
 5377.000000 -1.052821 -0.272857 2.724682
 5378.000000 -1.575926 -0.030911 3.030210
 5379.000000 -1.490621 -0.140601 2.930680
 5380.000000 -1.212020 -0.191422 2.665247
 5381.000000 -1.254253 -0.253687 3.101026
 5382.000000 -0.906764 -0.615445 3.108727
 5383.000000 -1.081096 -0.339251 2.844691
 5384.000000 -1.351175 0.077492 2.750190
 5385.000000 -1.301621 0.085900 2.821616
 5386.000000 -1.129164 -0.326126 2.984647
 5387.000000 -1.371620 -0.224943 2.958853
 5388.000000 -0.966149 -0.307311 3.045406
 5389.000000 -0.976982 -0.393256 2.768979
 5390.000000 -1.663722 0.065939 3.072721
 5391.000000 -1.509422 -0.003717 2.974153
 5392.000000 -1.133129 -0.348402 3.006574
 5393.000000 -0.988506 -0.359159 3.050784
 5394.000000 -1.086142 -0.108522 2.954478
 5395.000000 -1.172496 -0.430374 3.120604
 5396.000000 -1.359759 -0.111410 2.901694
 5397.000000 -1.071870 -0.336834 3.011634
 5398.000000 -1.360282 -0.145291 -3.088553
 5399.000000 -2.034831 0.278529 -3.088704
 5400.000000 -1.045246 -0.459189 2.784602
 5401.000000 -1.666067 0.122321 -2.877301
 5402.000000 -1.045004 -0.258859 2.774367
 5403.000000 -0.898629 -0.427972 2.841101
 5404.000000 -0.949857 -0.422340 -3.096622
 5405.000000 -1.142682 -0.050638 2.990115
 5406.000000 -1.038551 -0.339949 2.869865
 5407.000000 -0.923713 -0.364011 3.029036
 5408.000000 -0.970593 -0.298327 2.882156
 5409.000000 -0.882100 -0.452600 2.818195
 5410.000000 -0.879981 -0.447002 3.002058
 5411.000000 -1.360794 -0.008467 2.877908
 5412.000000 -1.069452 -0.400952 3.019801
 5413.000000 -0.987511 -0.552951 2.988408
 5414.000000 -1.255881 -0.412521 3.048786
 5415.000000 -1.103558 -0.277834 2.871957
 5416.000000 -0.959953 -0.259517 2.742934
 5417.000000 -1.168259 -0.398186 2.785448
 5418.000000 -1.212143 -0.106299 2.868862
 5419.000000 -1.257854 -0.182825 2.827255
 5420.000000 -1.578873 -0.274129 -2.892934
 5421.000000 -1.431572 -0.103647 3.138879
 5422.000000 -1.181047 -0.242793 3.102432
 5423.000000 -1.068021 -0.275926 2.727350
 5424.000000 -0.983970 -0.541951 3.040073
 5425.000000 -1.342884 -0.299249 2.764359
 5426.000000 -1.499887 -0.058982 3.105899
 5427.000000 -1.741277 0.147915 -3.067721
 5428.000000 -1.277708 -0.117641 3.000821
 5429.000000 -1.110745 -0.133011 2.955265
 5430.000000 -0.852802 -0.546505 2.820163
 5431.000000 -1.430000 -0.040462 2.772044
 5432.000000 -1.488923 0.053093 2.986352
 5433.000000 -0.860607 -0.546448 3.050624
 5434.000000 -0.796511 -0.631274 3.016229
 5435.000000 -0.935466 -0.571945 2.816256
 5436.000000 -1.159033 -0.287591 3.129834
 5437.000000 -1.296302 -0.025833 3.117200
 5438.000000 -1.697056 0.174539 2.931227
 5439.000000 -1.084677 -0.246022 2.910126
 5440.000000 -1.542369 0.068909 -3.022011
 5441.000000 -1.177321 -0.274192 3.040048
 5442.000000 -1.253601 -0.207824 3.022465
 5443.000000 -1.167163 -0.427414 3.102248
 5444.000000 -1.475542 -0.235567 3.043173
 5445.000000 -1.196467 -0.180522 3.085648
 5446.000000 -1.210441 -0.423306 2.654735
 5447.000000 -1.396928 -0.142664 3.085978
 5448.000000 -1.962121 0.073716 -2.809915
 5449.000000 -1.916674 0.355353 -3.099430
 5450.000000 -1.003346 -0.453862 2.969009
 5451.000000 -1.191805 0.031841 3.121638
 5452.000000 -1.148793 -0.365549 2.981352
 5453.000000 -1.299114 -0.365543 2.868881
 5454.000000 -1.055811 -0.132417 3.083427
 5455.000000 -1.145372 -0.175990 2.781974
 5456.000000 -1.005505 -0.529363 3.111829
 5457.000000 -1.405021 0.023442 2.992408
 5458.000000 -1.024540 -0.264364 2.835581
 5459.000000 -1.311513 -0.153802 3.021849
 5460.000000 -1.678601 -0.019923 -3.037952
 5461.000000 -1.079670 -0.319056 2.974988
 5462.000000 -0.977520 -0.290477 2.795780
 5463.000000 -1.019955 -0.509430 2.964860
 5464.000000 -1.001327 -0.378118 3.067794
 5465.000000 -1.284222 -0.076451 2.840451
 5466.000000 -1.041321 -0.309607 2.909240
 5467.000000 -1.216118 -0.280297 2.968418
 5468.000000 -1.200030 -0.299018 2.951266
 5469.000000 -1.179178 -0.133484 2.881711
 5470.000000 -1.230862 -0.255985 2.880681
 5471.000000 -1.131587 -0.348735 2.899108
 5472.000000 -1.558103 0.149422 -3.078954
 5473.000000 -1.829998 0.268667 -2.707494
 5474.000000 -1.222876 -0.206970 2.860523
 5475.000000 -1.431611 -0.203308 3.138854
 5476.000000 -1.736722 0.088031 3.139828
 5477.000000 -1.145412 -0.222231 2.618248
 5478.000000 -1.227486 -0.139183 2.803514
 5479.000000 -1.285478 -0.199181 -3.111832
 5480.000000 -1.071112 -0.383744 2.688285
 5481.000000 -1.424370 0.101028 -3.092208
 5482.000000 -1.264524 -0.288338 3.101327
 5483.000000 -1.289802 -0.434277 -3.008068
 5484.000000 -1.015129 -0.324015 2.857113
 5485.000000 -1.332905 0.003372 3.132418
 5486.000000 -1.636845 0.120097 3.000031
 5487.000000 -1.731488 0.125342 -3.042244
 5488.000000 -1.215657 -0.331066 2.729209
 5489.000000 -1.267056 -0.349843 3.055673
 5490.000000 -1.052529 -0.227971 2.723146
 5491.000000 -1.409042 -0.177469 3.123232
 5492.000000 -1.097416 -0.422811 2.792972
 5493.000000 -1.390718 0.026499 3.130885
 5494.000000 -1.487769 -0.271268 2.882407
 5495.000000 -1.582276 -0.061329 -3.080675
 5496.000000 -1.801820 0.176895 3.023659
 5497.000000 -1.355784 -0.271497 2.933979
 5498.000000 -1.155349 -0.172931 -3.088891
 5499.000000 -1.372387 -0.450950 3.034085
 5500.000000 -1.395939 -0.188672 3.062803
 5501.000000 -1.520660 0.017590 3.016728
 5502.000000 -0.891121 -0.373692 3.027423
 5503.000000 -0.900498 -0.488015 2.919306
 5504.000000 -1.630642 0.128745 -2.929252
 5505.000000 -1.837257 0.240561 -2.944917
 5506.000000 -1.195900 -0.136096 -2.759706
 5507.000000 -1.397963 -0.137154 2.861351
 5508.000000 -1.226523 -0.304022 -2.998661
 5509.000000 -1.126498 -0.419788 2.734935
 5510.000000 -1.032505 -0.333601 3.062252
 5511.000000 -1.220630 -0.189264 2.743617
 5512.000000 -1.121392 -0.443675 3.000264
 5513.000000 -1.163949 -0.289630 3.028769
 5514.000000 -1.860618 0.421181 -2.945555
 5515.000000 -1.121292 -0.415864 3.015280
 5516.000000 -1.392108 -0.089813 2.904845
 5517.000000 -1.262954 -0.116006 2.944471
 5518.000000 -1.848672 0.424354 -3.054599
 5519.000000 -1.542895 0.271128 -3.110101
 5520.000000 -1.794467 0.124084 3.076106
 5521.000000 -1.241036 -0.128851 2.923661
 5522.000000 -0.679610 -0.918306 2.962825
 5523.000000 -1.520250 -0.160533 -3.009270
 5524.000000 -1.075817 -0.382183 2.643162
 5525.000000 -1.763589 -0.048806 3.088133
 5526.000000 -1.342296 -0.026804 3.067561
 5527.000000 -1.132457 -0.368505 3.090898
 5528.000000 -1.432098 0.189486 -3.022963
 5529.000000 -1.557277 -0.080775 -2.863245
 5530.000000 -1.280313 -0.092225 3.085948
 5531.000000 -1.180748 -0.292730 -2.998115
 5532.000000 -1.358361 -0.213126 2.883028
 5533.000000 -1.434356 -0.242207 -3.061835
 5534.000000 -1.072924 -0.312329 3.113618
 5535.000000 -1.032730 -0.363936 3.017102
 5536.000000 -1.272256 -0.112482 2.809528
 5537.000000 -1.384080 -0.030584 2.701155
 5538.000000 -1.103579 -0.343074 3.131405
 5539.000000 -1.427941 -0.076455 -3.075280
 5540.000000 -1.023726 -0.387639 2.947858
 5541.000000 -0.865386 -0.553015 2.926166
 5542.000000 -0.914585 -0.499690 3.108406
 5543.000000 -0.748177 -0.386637 2.848562
 5544.000000 -0.810247 -0.529214 2.930793
 5545.000000 -1.301703 -0.178752 3.020893
 5546.000000 -1.409656 -0.201900 2.939288
 5547.000000 -1.267692 -0.082518 2.728362
 5548.000000 -1.043320 -0.364129 2.930534
 5549.000000 -1.302276 -0.054743 2.830913
 5550.000000 -1.076121 -0.052957 2.943378
 5551.000000 -1.593919 0.169980 3.071354
 5552.000000 -1.516255 -0.169604 3.104513
 5553.000000 -0.616054 -0.777013 2.819360
 5554.000000 -1.246697 -0.090869 3.018815
 5555.000000 -1.027384 -0.435050 2.805979
 5556.000000 -0.970256 -0.616325 -3.083217
 5557.000000 -1.006134 -0.487625 3.076543
 5558.000000 -1.205872 -0.280010 2.894681
 5559.000000 -1.304687 -0.039328 2.828062
 5560.000000 -0.944565 -0.487741 2.957899
 5561.000000 -1.354368 0.115965 2.813752
 5562.000000 -2.049020 0.315757 -2.971435
 5563.000000 -1.084597 -0.280125 2.880267
 5564.000000 -1.044823 -0.239528 2.883720
 5565.000000 -1.177360 -0.363848 3.025507
 5566.000000 -1.085747 -0.167630 2.803637
 5567.000000 -1.162386 -0.321802 2.822515
 5568.000000 -1.176391 -0.375642 3.094143
 5569.000000 -0.986620 -0.290965 2.911386
 5570.000000 -1.255819 -0.131753 2.960626
 5571.000000 -1.284398 -0.047026 2.963011
 5572.000000 -1.608448 0.005237 -2.980422
 5573.000000 -1.213799 -0.462292 2.939885
 5574.000000 -1.286334 0.079395 2.854255
 5575.000000 -1.457916 -0.165157 3.065236
 5576.000000 -1.091388 -0.602933 -3.100717
 5577.000000 -0.955030 -0.548849 2.798278
 5578.000000 -1.341755 -0.077774 2.706372
 5579.000000 -1.678168 -0.130359 3.076555
 5580.000000 -1.128581 -0.395896 2.806404
 5581.000000 -1.553920 -0.130059 2.961309
 5582.000000 -1.142953 -0.198169 2.870491
 5583.000000 -1.338921 -0.055604 2.936381
 5584.000000 -1.207850 -0.255758 2.780385
 5585.000000 -1.296679 -0.307337 2.963304
 5586.000000 -1.106851 -0.386080 2.838430
 5587.000000 -0.859571 -0.689950 2.837664
 5588.000000 -1.257349 -0.207259 2.719685
 5589.000000 -0.979199 -0.706100 3.081271
 5590.000000 -1.663438 0.054031 3.118715
 5591.000000 -1.637747 -0.007238 -3.124579
 5592.000000 -1.171172 -0.411641 2.960591
 5593.000000 -1.173396 -0.152585 3.113304
 5594.000000 -1.513281 0.196604 2.959396
