#! FIELDS time phi omega psi
#! SET min_phi -pi
#! SET max_phi pi
#! SET min_omega -pi
#! SET max_omega pi
#! SET min_psi -pi
#! SET max_psi pi
 17789.000000 -1.184275 -0.096663 2.598901
 17790.000000 -1.244939 -0.210719 2.842263
 17791.000000 -1.364001 -0.168547 3.124681
 17792.000000 -0.982924 -0.279041 2.874587
 17793.000000 -1.212296 -0.542880 3.012264
 17794.000000 -2.205604 0.320375 -3.017742
 17795.000000 -1.519467 -0.049308 2.878949
 17796.000000 -0.873200 -0.395727 2.986668
 17797.000000 -1.167924 -0.191618 2.812909
 17798.000000 -1.181729 -0.347984 2.900839
 17799.000000 -1.992051 0.368236 -3.120145
 17800.000000 -1.010810 -0.227468 2.788228
 17801.000000 -1.227971 -0.075780 2.736844
 17802.000000 -1.328875 -0.141230 3.029427
 17803.000000 -1.630941 0.202300 -2.981436
 17804.000000 -1.384862 -0.059461 2.783784
 17805.000000 -1.188979 -0.181820 2.995936
 17806.000000 -0.832986 -0.567520 2.872491
 17807.000000 -1.147156 -0.205132 2.948530
 17808.000000 -1.826522 0.050476 2.999732
 17809.000000 -1.288247 -0.316648 2.878335
 17810.000000 -1.141473 -0.418246 -3.066448
 17811.000000 -0.970730 -0.525175 3.088539
 17812.000000 -1.148105 -0.356040 3.130668
 17813.000000 -1.401628 0.002224 2.735461
 17814.000000 -1.187804 -0.052740 3.002853
 17815.000000 -1.968287 0.423060 -2.784014
 17816.000000 -1.374996 -0.080034 -3.126550
 17817.000000 -1.105309 -0.269395 2.853940
 17818.000000 -1.145448 -0.710778 2.958525
 17819.000000 -1.286755 -0.138906 2.791447
 17820.000000 -1.554407 0.234139 -3.087935
 17821.000000 -1.258716 -0.388919 3.064382
 17822.000000 -0.969025 -0.387527 2.901152
 17823.000000 -1.210557 -0.170431 2.770772
 17824.000000 -1.358955 -0.312156 3.131740
 17825.000000 -1.212750 -0.615568 -2.900763
 17826.000000 -1.451431 -0.181306 2.861188
 17827.000000 -1.244478 -0.199072 2.920805
 17828.000000 -1.309693 -0.124886 2.898956
 17829.000000 -0.732606 -0.730407 -3.122223
 17830.000000 -1.013598 -0.332249 2.993046
 17831.000000 -1.257345 -0.184941 2.820264
 17832.000000 -0.932380 -0.619082 3.017984
 17833.000000 -1.405294 -0.342765 3.059479
 17834.000000 -1.622885 0.117336 3.004229
 17835.000000 -1.327654 -0.172336 3.072472
 17836.000000 -1.644032 -0.093885 2.857850
 17837.000000 -1.781861 0.321442 -2.875952
 17838.000000 -1.276529 -0.194048 3.081550
 17839.000000 -1.169603 -0.340401 -3.049933
 17840.000000 -1.398119 0.194295 2.860475
 17841.000000 -1.320553 -0.400761 3.104024
 17842.000000 -1.382108 -0.057612 -3.132880
 17843.000000 -0.870841 -0.463103 2.854029
 17844.000000 -1.327469 0.057235 2.971368
 17845.000000 -1.097844 -0.553005 2.972276
 17846.000000 -1.017926 -0.464977 2.757165
 17847.000000 -1.551551 -0.085822 3.063537
 17848.000000 -1.142189 -0.208832 2.958655
 17849.000000 -1.221098 -0.192753 2.802781
 17850.000000 -1.430907 -0.086032 2.776950
 17851.000000 -1.180569 -0.503104 2.849206
 17852.000000 -1.623456 0.088867 2.984293
 17853.000000 -0.808059 -0.808265 3.097153
 17854.000000 -1.161691 -0.513407 2.924751
 17855.000000 -1.242869 -0.138579 3.114332
 17856.000000 -1.189856 -0.431459 2.953236
 17857.000000 -1.255048 -0.086110 2.863114
 17858.000000 -1.286238 -0.104187 2.765337
 17859.000000 -1.006226 -0.419398 2.779673
 17860.000000 -1.873305 -0.134456 3.034969
 17861.000000 -0.958983 -0.137636 2.587960
 17862.000000 -1.478511 -0.062403 2.882093
 17863.000000 -0.879761 -0.321637 2.835614
 17864.000000 -1.112820 -0.303138 3.112225
 17865.000000 -1.136431 -0.458112 2.862122
 17866.000000 -1.435807 -0.055264 3.013972
 17867.000000 -1.882887 0.140597 -3.099684
 17868.000000 -1.123173 -0.266183 3.083385
 17869.000000 -1.128681 -0.167458 2.900850
 17870.000000 -0.904376 -0.615350 2.939273
 17871.000000 -1.045095 -0.286665 3.126117
 17872.000000 -0.849469 -0.338764 2.784687
 17873.000000 -1.542999 -0.279701 -3.115204
 17874.000000 -1.172635 -0.149295 2.984118
 17875.000000 -2.157420 0.687278 -2.827517
 17876.000000 -2.030643 0.181275 -2.886810
 17877.000000 -1.087796 -0.179998 2.816216
 17878.000000 -1.067752 -0.446303 2.899475
 17879.000000 -1.577626 0.274470 -2.976995
 17880.000000 -1.210646 -0.214210 3.047114
 17881.000000 -1.543314 0.084292 3.092770
 17882.000000 -1.040382 -0.365164 2.979243
 17883.000000 -0.982201 -0.455755 2.898705
 17884.000000 -0.812837 -0.395249 2.718581
 17885.000000 -1.232811 -0.301472 3.025757
 17886.000000 -1.533534 -0.027851 2.952186
 17887.000000 -2.014365 0.206191 3.108976
 17888.000000 -1.072008 -0.364530 2.968933
 17889.000000 -1.183158 -0.042707 2.966491
 17890.000000 -0.988049 -0.504155 2.831850
 17891.000000 -1.459876 0.005070 -3.007370
 17892.000000 -1.574626 -0.112125 -2.943496
 17893.000000 -1.633435 0.192091 -2.784863
 17894.000000 -1.586727 -0.108334 3.127383
 17895.000000 -1.153919 -0.464770 -2.861383
 17896.000000 -0.868865 -0.472499 2.934580
 17897.000000 -1.856426 0.148389 -2.844775
 17898.000000 -1.319710 -0.203122 2.655267
 17899.000000 -1.375000 0.104741 2.804455
 17900.000000 -1.504835 -0.163557 -3.127173
 17901.000000 -1.055251 -0.250502 2.889915
 17902.000000 -2.023987 0.182009 -3.125189
 17903.000000 -1.049436 -0.357743 2.894495
 17904.000000 -1.536168 -0.153601 -3.105325
 17905.000000 -1.379168 -0.124983 -3.131521
 17906.000000 -1.113464 -0.245150 2.928528
 17907.000000 -0.867913 -0.555542 2.840086
 17908.000000 -0.870235 -0.281174 3.072988
 17909.000000 -0.773029 -0.419712 2.672004
 17910.000000 -1.196186 -0.334007 -3.066145
 17911.000000 -1.209875 -0.362680 3.011221
 17912.000000 -1.160429 -0.272528 2.879517
 17913.000000 -1.484126 0.086420 2.820101
 17914.000000 -0.917975 -0.527009 3.023543
 17915.000000 -1.072129 -0.225524 3.035489
 17916.000000 -1.302778 -0.329320 3.012047
 17917.000000 -1.435852 -0.285520 -2.984432
 17918.000000 -1.166113 -0.240137 2.811165
 17919.000000 -0.757012 -0.532691 2.845854
 17920.000000 -1.398176 -0.141245 3.076357
 17921.000000 -1.085107 -0.350607 3.088641
 17922.000000 -1.384332 -0.193610 3.103784
 17923.000000 -1.268534 -0.350886 3.050725
 17924.000000 -0.996436 -0.305713 3.104738
 17925.000000 -1.465063 -0.210071 -2.757545
 17926.000000 -1.228749 -0.187613 2.928129
 17927.000000 -1.134097 -0.317974 2.895069
 17928.000000 -1.487127 0.033813 3.003366
 17929.000000 -0.927463 -0.354653 2.977379
 17930.000000 -1.124430 -0.227618 3.013300
 17931.000000 -1.380765 0.142096 2.995829
 17932.000000 -1.936507 0.133579 2.906301
 17933.000000 -1.054489 -0.337089 2.876233
 17934.000000 -0.800358 -0.568032 2.782814
 17935.000000 -0.971937 -0.363415 2.841490
 17936.000000 -1.848141 0.267420 -2.951547
 17937.000000 -1.214954 -0.296357 2.814326
 17938.000000 -1.186480 -0.191567 3.047826
 17939.000000 -1.203874 -0.198215 2.722188
 17940.000000 -1.303851 -0.068126 3.083608
 17941.000000 -1.974650 0.303954 2.965708
 17942.000000 -1.861791 0.118006 -3.022388
 17943.000000 -1.274158 -0.252475 3.007238
 17944.000000 -0.935909 -0.591112 2.865216
 17945.000000 -1.207133 -0.077234 2.731506
 17946.000000 -0.863777 -0.416945 2.836636
 17947.000000 -1.256311 -0.295709 2.750311
 17948.000000 -1.008892 -0.162593 2.630665
 17949.000000 -1.058621 -0.516894 2.957111
 17950.000000 -1.191364 -0.428720 3.127491
 17951.000000 -1.415969 -0.077199 -3.101466
 17952.000000 -1.255020 -0.185940 3.027350
 17953.000000 -1.002625 -0.262367 2.839322
 17954.000000 -1.373546 -0.191324 -3.121702
 17955.000000 -1.235143 -0.235787 2.839987
 17956.000000 -1.377871 -0.170379 2.901600
 17957.000000 -1.258534 -0.305450 3.049922
 17958.000000 -1.075941 -0.262535 2.893752
 17959.000000 -1.459916 -0.067623 2.948500
 17960.000000 -1.967203 0.564755 -2.953369
 17961.000000 -1.421896 -0.028796 2.996397
 17962.000000 -1.143556 -0.359392 3.025360
 17963.000000 -1.352620 -0.083944 -3.137872
 17964.000000 -1.592606 0.120458 2.964192
 17965.000000 -1.172746 -0.187433 2.714276
 17966.000000 -1.084091 -0.226700 2.758580
 17967.000000 -1.176008 -0.388893 3.099705
 17968.000000 -1.135599 -0.161504 3.067473
 17969.000000 -1.428272 -0.333738 3.090050
 17970.000000 -1.062103 -0.340880 2.981492
 17971.000000 -1.236947 -0.194556 3.016354
 17972.000000 -1.109000 -0.327067 2.996905
 17973.000000 -1.673219 -0.014250 3.069724
 17974.000000 -1.383632 -0.171428 2.882711
 17975.000000 -1.968037 0.429025 -3.019552
 17976.000000 -1.433110 -0.191008 -3.117918
 17977.000000 -1.378429 -0.193045 3.071473
 17978.000000 -1.469127 -0.257283 2.974769
 17979.000000 -0.758855 -0.689017 2.748505
 17980.000000 -1.293908 -0.203152 2.651027
 17981.000000 -1.214619 -0.253972 2.935680
 17982.000000 -1.070221 -0.348940 3.099414
 17983.000000 -1.736942 -0.090900 3.131646
 17984.000000 -1.073611 -0.502971 2.777221
 17985.000000 -1.126806 -0.360648 2.860632
 17986.000000 -1.220392 -0.466409 2.888983
 17987.000000 -2.095125 0.280915 3.063378
 17988.000000 -1.740752 0.073612 -3.017441
 17989.000000 -0.889130 -0.540412 2.928460
 17990.000000 -1.531989 0.008851 -3.117775
 17991.000000 -1.838735 0.001766 2.942633
 17992.000000 -1.560312 0.113850 3.094849
 17993.000000 -1.013899 -0.346723 2.984239
 17994.000000 -1.234657 -0.271591 2.975613
 17995.000000 -1.188322 -0.412072 -3.015312
 17996.000000 -0.987342 -0.588328 -3.086215
 17997.000000 -1.318431 -0.419286 3.092437
 17998.000000 -0.864778 -0.434405 2.873322
 17999.000000 -1.265475 -0.145193 2.917702
 18000.000000 -1.470242 -0.181722 3.104736
 18001.000000 -0.917125 -0.424586 3.057421
 18002.000000 -0.870423 -0.622716 3.013288
 18003.000000 -1.432466 0.076350 3.070289
 18004.000000 -1.126084 -0.397957 2.833525
 18005.000000 -0.876375 -0.373642 2.901071
 18006.000000 -1.322543 0.118453 2.827768
 18007.000000 -1.227484 -0.283159 2.934159
 18008.000000 -1.218827 -0.175683 2.944714
 18009.000000 -1.234780 -0.193646 3.021361
 18010.000000 -1.201825 -0.371857 3.099153
 18011.000000 -1.240878 -0.251149 3.014007
 18012.000000 -1.003783 -0.381852 2.845517
 18013.000000 -1.111787 -0.288051 3.042188
 18014.000000 -1.751286 -0.083465 2.996972
 18015.000000 -1.297094 -0.137942 2.867024
 18016.000000 -1.610383 -0.037249 2.798007
 18017.000000 -1.150698 -0.506015 2.902075
 18018.000000 -2.012011 0.371288 -3.018812
 18019.000000 -1.338020 -0.032130 3.028188
 18020.000000 -1.314108 -0.125453 2.958535
 18021.000000 -1.221176 -0.152212 2.889965
 18022.000000 -1.435471 -0.063912 3.066968
 18023.000000 -0.975960 -0.280664 2.741630
 18024.000000 -1.064423 -0.441051 2.843800
 18025.000000 -0.531175 -0.776171 2.739385
 18026.000000 -1.031981 -0.351275 3.015882
 18027.000000 -1.636977 0.001679 2.822098
 18028.000000 -1.429252 0.036255 2.844394
 18029.000000 -1.049300 -0.357708 2.942073
 18030.000000 -1.142046 -0.086179 2.964653
 18031.000000 -1.878501 0.436061 3.116274
 18032.000000 -1.088163 -0.308216 -3.084148
 18033.000000 -1.027668 -0.471915 2.813637
 18034.000000 -1.083307 -0.169900 2.653170
 18035.000000 -1.329993 -0.323189 3.094135
 18036.000000 -1.242003 -0.298652 3.092277
 18037.000000 -1.082588 -0.493561 3.002704
 18038.000000 -1.419198 -0.111150 -3.124275
 18039.000000 -0.892496 -0.598748 2.830505
 18040.000000 -2.117561 0.506791 -3.039197
 18041.000000 -0.943636 -0.567736 -3.068000
 18042.000000 -1.474071 0.019928 2.971950
 18043.000000 -1.048171 -0.381622 2.884366
 18044.000000 -1.468676 -0.071995 2.934073
 18045.000000 -1.210907 -0.189842 2.818201
 18046.000000 -1.451228 -0.243242 -3.104856
 18047.000000 -1.447819 -0.071457 -3.099733
 18048.000000 -1.538241 -0.272345 -3.049702
 18049.000000 -1.365911 -0.125286 2.814978
 18050.000000 -1.148399 -0.347560 2.723677
 18051.000000 -0.860310 -0.284815 2.930938
 18052.000000 -1.100306 -0.274695 2.846305
 18053.000000 -0.915783 -0.525125 2.928811
 18054.000000 -1.206675 -0.460951 3.097792
 18055.000000 -1.172316 -0.447901 2.870641
 18056.000000 -1.342164 -0.228997 -2.911781
 18057.000000 -1.326321 -0.307125 2.942066
 18058.000000 -1.384808 -0.008310 3.042690
 18059.000000 -1.507040 -0.131873 -2.918600
 18060.000000 -0.931827 -0.385858 3.098557
 18061.000000 -1.916325 0.331871 -3.075523
 18062.000000 -1.641525 0.008491 3.061952
 18063.000000 -1.143642 -0.218653 2.948312
 18064.000000 -1.262810 0.021151 2.965202
 18065.000000 -0.873695 -0.505303 2.969289
 18066.000000 -1.184823 -0.096450 2.739999
 18067.000000 -1.215537 -0.319204 2.950095
 18068.000000 -0.866331 -0.233806 2.636912
 18069.000000 -1.007413 -0.424129 2.994601
 18070.000000 -1.039306 -0.414024 2.724504
 18071.000000 -1.423042 0.026580 2.594466
 18072.000000 -0.863052 -0.410825 3.109792
 18073.000000 -1.018836 -0.475835 3.050437
 18074.000000 -1.627600 -0.202781 -2.982462
 18075.000000 -1.146671 -0.346242 2.941873
 18076.000000 -2.052597 0.266076 -2.878150
 18077.000000 -1.096883 -0.294062 2.893141
 18078.000000 -1.575027 0.002811 -3.015264
 18079.000000 -0.751005 -0.746100 -3.103205
 18080.000000 -1.615550 0.259077 3.107117
 18081.000000 -0.902614 -0.454598 2.844131
 18082.000000 -1.163620 -0.403529 2.770806
 18083.000000 -1.052274 -0.118368 3.054040
 18084.000000 -1.247971 -0.294640 2.805228
 18085.000000 -1.409006 -0.192875 -3.100384
 18086.000000 -1.196665 -0.290637 -3.109705
 18087.000000 -1.054926 -0.432513 2.766910
 18088.000000 -1.671075 0.222755 -3.112289
 18089.000000 -1.192551 -0.356644 3.108566
 18090.000000 -1.719638 0.230940 -2.971769
 18091.000000 -1.292097 0.012399 3.081550
 18092.000000 -1.083575 -0.385264 2.896515
 18093.000000 -0.912240 -0.472530 2.844899
 18094.000000 -1.317908 -0.120186 -3.018495
 18095.000000 -1.065252 -0.179199 2.980210
 18096.000000 -1.067359 -0.367329 -2.996840
 18097.000000 -0.905974 -0.405707 -2.994174
 18098.000000 -1.066102 -0.300956 2.849650
 18099.000000 -0.873375 -0.406122 3.131444
 18100.000000 -1.479821 -0.083600 -2.978221
 18101.000000 -1.504641 -0.014473 3.080151
 18102.000000 -1.184545 -0.406525 -3.108757
 18103.000000 -1.440516 0.001330 2.796621
 18104.000000 -1.559028 -0.000990 3.084338
 18105.000000 -1.238000 -0.123761 2.985563
 18106.000000 -1.660728 0.157955 3.003359
 18107.000000 -1.285722 -0.401622 2.975993
 18108.000000 -1.269645 -0.126256 2.952415
 18109.000000 -0.942796 -0.493711 2.867738
 18110.000000 -1.127874 -0.448160 -3.012912
 18111.000000 -1.118943 -0.137714 3.022431
 18112.000000 -1.026700 -0.196846 2.951037
 18113.000000 -1.199033 -0.235589 2.971330
 18114.000000 -0.813692 -0.562773 2.812296
 18115.000000 -1.650094 -0.071058 -2.980711
 18116.000000 -1.221545 -0.198582 2.838373
 18117.000000 -1.082906 -0.360693 -3.026062
 18118.000000 -1.332646 -0.130053 2.937211
 18119.000000 -1.319746 -0.251417 2.968928
 18120.000000 -1.180673 -0.138734 2.873570
 18121.000000 -1.432047 0.284975 2.899357
 18122.000000 -1.770301 0.151480 -3.029643
 18123.000000 -0.953857 -0.508433 2.854953
 18124.000000 -1.383504 -0.335094 3.082909
 18125.000000 -1.199934 -0.170158 3.005289
 18126.000000 -1.460440 -0.037266 2.818495
 18127.000000 -1.218899 0.004593 2.892413
 18128.000000 -1.349905 0.115261 2.822190
 18129.000000 -1.981888 0.152180 3.119802
 18130.000000 -1.484503 -0.316296 -3.071144
 18131.000000 -1.535448 -0.063893 2.890849
 18132.000000 -1.057756 -0.446655 2.868334
 18133.000000 -1.774973 0.120303 -2.970731
 18134.000000 -1.159276 -0.136781 2.923833
 18135.000000 -1.120044 -0.068778 2.916916
 18136.000000 -1.053015 -0.129332 2.979407
 18137.000000 -1.298749 -0.111135 -2.971695
 18138.000000 -1.497379 -0.085904 3.025105
 18139.000000 -1.159046 -0.256538 2.660923
 18140.000000 -1.140598 -0.379752 2.893115
 18141.000000 -1.426771 -0.125098 -3.011506
 18142.000000 -1.257438 -0.199683 2.739226
 18143.000000 -1.479515 -0.109711 3.054099
 18144.000000 -1.460185 -0.056915 2.968222
 18145.000000 -2.004295 0.186843 -2.714729
 18146.000000 -1.241141 0.003370 3.011671
 18147.000000 -1.043360 -0.252287 2.749601
 18148.000000 -1.170231 -0.203676 2.836034
 18149.000000 -1.223060 -0.347099 2.897949
 18150.000000 -1.347013 -0.052733 3.125707
 18151.000000 -0.985942 -0.222490 2.930526
 18152.000000 -1.540956 -0.058854 3.011331
 18153.000000 -2.054582 0.277369 -2.808034
 18154.000000 -1.333565 -0.156860 2.842114
 18155.000000 -1.117166 -0.221079 3.011375
 18156.000000 -0.865170 -0.756788 3.083418
 18157.000000 -1.678747 0.167755 3.061496
 18158.000000 -1.397447 0.000755 -3.083885
 18159.000000 -0.958131 -0.388217 2.876223
 18160.000000 -1.369494 -0.309117 2.927138
 18161.000000 -1.134806 -0.251007 2.926288
 18162.000000 -1.280170 -0.110548 3.007107
 18163.000000 -1.248965 -0.470115 3.056603
 18164.000000 -1.332624 -0.044477 2.896099
 18165.000000 -0.746243 -0.760387 -2.994476
 18166.000000 -1.231037 -0.343018 2.919097
 18167.000000 -1.238678 -0.281914 3.139542
 18168.000000 -1.567081 0.124480 3.093451
 18169.000000 -1.315365 -0.060860 -3.113367
 18170.000000 -1.320023 0.014252 2.685485
 18171.000000 -1.009784 -0.376954 2.852112
 18172.000000 -0.935612 -0.482125 2.785133
 18173.000000 -1.250793 -0.471241 2.917034
 18174.000000 -1.413811 -0.340949 -2.794325
 18175.000000 -0.944016 -0.294176 3.017192
 18176.000000 -1.010198 -0.407613 -3.081583
 18177.000000 -0.919511 -0.190132 2.851097
 18178.000000 -1.676490 0.106986 -2.939258
 18179.000000 -1.036361 -0.645648 2.935250
 18180.000000 -1.469431 -0.053918 3.089203
 18181.000000 -1.219838 -0.513475 3.129617
 18182.000000 -0.899398 -0.486731 2.859418
 18183.000000 -1.975845 0.371824 -3.013250
 18184.000000 -0.886544 -0.457566 2.878129
 18185.000000 -1.144688 -0.263075 3.035120
 18186.000000 -1.379042 -0.477342 -2.941573
 18187.000000 -1.142907 -0.287868 2.623536
 18188.000000 -1.443912 0.038844 3.099740
 18189.000000 -0.941408 -0.516147 2.912889
 18190.000000 -1.246841 -0.131508 2.895118
 18191.000000 -1.994529 0.637556 -3.116471
 18192.000000 -1.008351 -0.451334 3.007546
 18193.000000 -1.046319 -0.046774 2.638395
 18194.000000 -1.416918 0.073080 2.853989
 18195.000000 -1.265698 -0.149290 2.811511
 18196.000000 -1.441094 -0.183952 -3.110501
 18197.000000 -1.061001 -0.674309 2.881349
 18198.000000 -0.971422 -0.541104 2.976992
 18199.000000 -1.068345 -0.300101 3.055062
 18200.000000 -1.605937 -0.101439 -3.116252
 18201.000000 -0.988371 -0.431111 2.990798
 18202.000000 -1.299744 -0.189268 2.941378
 18203.000000 -1.020553 -0.260937 2.830984
 18204.000000 -0.863420 -0.381173 2.952042
 18205.000000 -0.955798 -0.425618 2.794641
 18206.000000 -1.279203 -0.131964 3.054973
 18207.000000 -1.098738 -0.512100 -3.135044
 18208.000000 -1.340723 -0.132249 -3.000518
 18209.000000 -1.265692 -0.080044 2.963761
 18210.000000 -1.678783 0.206432 -2.966953
 18211.000000 -1.235695 -0.228859 2.973605
 18212.000000 -1.381285 -0.041522 3.020799
 18213.000000 -1.338240 -0.014442 -2.999254
 18214.000000 -1.295062 -0.051277 2.769581
 18215.000000 -1.283573 -0.004406 -3.016245
 18216.000000 -1.165790 -0.437537 3.102346
 18217.000000 -1.582817 -0.036657 2.994277
 18218.000000 -1.018030 -0.416785 2.755344
 18219.000000 -1.249681 -0.216293 -3.121647
 18220.000000 -1.326968 0.024261 2.779359
 18221.000000 -1.214399 -0.128288 2.958520
 18222.000000 -1.278469 -0.225213 2.993651
 18223.000000 -1.004626 -0.408688 2.859077
 18224.000000 -1.245342 -0.033112 3.117212
 18225.000000 -1.199626 -0.143401 2.845480
 18226.000000 -1.536087 0.081801 3.106078
 18227.000000 -1.407374 -0.176455 3.139785
 18228.000000 -1.457043 -0.184631 -3.102231
 18229.000000 -1.520284 0.059446 3.017899
 18230.000000 -1.115087 -0.259788 2.615657
 18231.000000 -1.827233 0.222779 -3.063647
 18232.000000 -0.949737 -0.322652 2.932564
 18233.000000 -1.134525 -0.213965 2.826126
 18234.000000 -0.985112 -0.529424 2.551988
 18235.000000 -1.050947 -0.362179 2.792527
 18236.000000 -1.286852 -0.293169 3.057257
 18237.000000 -1.226987 -0.100003 3.014348
 18238.000000 -1.235345 -0.315657 2.780145
 18239.000000 -1.796465 -0.155510 -3.101370
 18240.000000 -1.118734 -0.376569 2.900594
 18241.000000 -1.155827 -0.292691 3.120213
 18242.000000 -0.830618 -0.568985 2.923459
 18243.000000 -1.540509 0.009691 3.138335
 18244.000000 -1.459181 -0.049827 2.932175
 18245.000000 -1.986590 0.230759 -2.978756
 18246.000000 -1.075549 -0.258920 2.781317
 18247.000000 -1.101545 -0.346633 3.056096
 18248.000000 -1.413798 -0.145088 2.840996
 18249.000000 -0.922436 -0.692023 3.002143
 18250.000000 -1.034553 -0.542967 2.849816
 18251.000000 -1.801598 0.069537 -2.842957
 18252.000000 -1.182960 -0.453174 -3.115044
 18253.000000 -1.107323 -0.413710 3.072639
 18254.000000 -1.054279 -0.511099 2.997996
 18255.000000 -1.145643 -0.262447 2.756067
 18256.000000 -1.339699 -0.142918 -3.099011
 18257.000000 -1.129568 -0.414746 -3.063341
 18258.000000 -1.182171 -0.206086 3.054333
 18259.000000 -0.993080 -0.432440 2.882065
 18260.000000 -1.349131 -0.118285 2.923709
 18261.000000 -1.070354 -0.418144 3.011558
 18262.000000 -1.470826 -0.049216 3.037986
 18263.000000 -1.601944 0.097894 3.135740
 18264.000000 -0.922641 -0.354397 2.921689
 18265.000000 -0.983890 -0.578756 2.957411
 18266.000000 -0.927419 -0.479643 2.736340
 18267.000000 -1.281489 -0.383161 2.913948
 18268.000000 -1.132092 -0.241038 2.891562
 18269.000000 -0.863836 -0.321068 2.882947
 18270.000000 -1.117744 -0.264426 2.837404
 18271.000000 -1.528128 -0.027513 3.136820
 18272.000000 -1.178512 -0.405802 2.769185
 18273.000000 -1.850314 0.220392 -2.832267
 18274.000000 -2.204915 0.566869 2.623871
 18275.000000 -1.829917 0.169640 3.138745
 18276.000000 -0.932254 -0.321179 3.122721
 18277.000000 -2.097494 0.367082 -2.794328
 18278.000000 -1.466189 -0.111157 -3.101989
 18279.000000 -0.917441 -0.599806 2.871299
 18280.000000 -1.393667 -0.126630 2.913158
 18281.000000 -1.203767 -0.105387 3.102023
 18282.000000 -1.073399 -0.416317 3.053649
 18283.000000 -0.927042 -0.419013 2.982982
 18284.000000 -1.414966 -0.002389 2.849635
 18285.000000 -1.316641 -0.180129 3.035572
 18286.000000 -1.014760 -0.270877 2.700731
 18287.000000 -1.003335 -0.389235 2.925380
 18288.000000 -0.991564 -0.445864 2.835591
 18289.000000 -1.481905 -0.104677 -3.048003
 18290.000000 -1.168733 -0.235151 2.675606
 18291.000000 -1.012503 -0.454516 2.771757
 18292.000000 -1.138421 -0.257028 2.959412
 18293.000000 -0.881197 -0.535739 2.903184
 18294.000000 -2.016416 0.458742 -3.020076
 18295.000000 -1.388770 -0.200503 2.744617
 18296.000000 -1.105980 -0.240107 3.122529
 18297.000000 -1.378730 -0.130602 2.839093
 18298.000000 -1.531785 0.050940 3.102864
 18299.000000 -0.831433 -0.519747 2.807993
 18300.000000 -1.226294 -0.300300 3.086276
 18301.000000 -1.131895 -0.190131 2.793179
 18302.000000 -0.801643 -0.429193 2.521699
 18303.000000 -0.844901 -0.449749 2.835069
 18304.000000 -1.144244 -0.429149 2.986663
 18305.000000 -0.987668 -0.523530 3.136786
 18306.000000 -0.981561 -0.295605 2.795634
 18307.000000 -1.854954 0.367514 -3.018245
 18308.000000 -1.352390 -0.160805 -3.078384
 18309.000000 -1.063815 -0.376502 3.006193
 18310.000000 -1.351868 0.121307 2.517406
 18311.000000 -1.025303 -0.216777 2.990851
 18312.000000 -1.250235 -0.466386 3.081430
 18313.000000 -1.045300 -0.377257 2.939944
 18314.000000 -1.651048 -0.036190 2.955190
 18315.000000 -0.991366 -0.320790 3.046624
 18316.000000 -0.990355 -0.390087 2.991945
 18317.000000 -0.988969 -0.442437 2.834874
 18318.000000 -0.916510 -0.603763 2.965308
 18319.000000 -1.102002 -0.267204 2.822313
 18320.000000 -1.232981 -0.217689 3.134693
 18321.000000 -1.153214 -0.025510 2.793463
 18322.000000 -1.523789 -0.082265 -3.064435
 18323.000000 -0.939239 -0.499196 3.106269
 18324.000000 -1.198850 -0.271860 3.136573
 18325.000000 -1.243546 -0.089209 3.066166
 18326.000000 -1.342653 0.007773 2.759710
 18327.000000 -1.158567 -0.222389 -3.103484
 18328.000000 -1.130522 -0.476769 2.980752
 18329.000000 -1.227285 -0.376935 3.001490
 18330.000000 -1.596717 -0.117928 -2.917757
 18331.000000 -1.447082 -0.206528 2.849441
 18332.000000 -1.399581 0.002828 2.835940
 18333.000000 -1.179577 -0.187136 2.731939
 18334.000000 -1.288554 -0.287824 3.096748
 18335.000000 -1.165396 -0.221279 2.827206
 18336.000000 -1.437425 -0.066118 2.933860
 18337.000000 -0.986253 -0.139412 2.788144
 18338.000000 -1.021557 -0.310966 2.826055
 18339.000000 -1.591191 0.033197 3.041899
 18340.000000 -0.912282 -0.389962 2.829097
 18341.000000 -1.661258 0.107168 2.992913
 18342.000000 -0.982587 -0.331014 2.731793
 18343.000000 -1.394053 -0.226995 3.084606
 18344.000000 -0.954594 -0.416591 2.817233
 18345.000000 -1.355136 -0.169372 3.013146
 18346.000000 -1.239170 -0.295114 3.118008
 18347.000000 -1.250696 0.029365 2.703519
 18348.000000 -1.391565 -0.484891 -3.114805
 18349.000000 -0.897056 -0.451050 2.959418
 18350.000000 -1.086824 -0.225289 2.803847
 18351.000000 -1.197658 -0.402156 2.926642
 18352.000000 -1.167174 -0.367974 2.995337
 18353.000000 -1.068980 -0.294690 2.824465
 18354.000000 -1.320225 -0.095589 2.978188
 18355.000000 -0.809870 -0.365884 2.720662
 18356.000000 -1.215667 -0.290598 3.080917
 18357.000000 -1.412515 -0.330361 -3.093619
 18358.000000 -1.237481 -0.203007 2.956105
 18359.000000 -1.001978 -0.385870 2.846825
 18360.000000 -1.311853 0.022092 2.891980
 18361.000000 -1.258119 -0.263859 3.126821
 18362.000000 -1.765355 0.023130 -3.117242
 18363.000000 -1.585284 0.207472 3.066010
 18364.000000 -0.990486 -0.340614 2.747057
 18365.000000 -1.556907 0.082419 3.024900
 18366.000000 -1.766408 0.474481 -2.987693
 18367.000000 -1.203889 -0.159170 2.886631
