0.0 0.0
4.82864e+08 0.0196078
1.30425e+09 0.0392157
2.29421e+09 0.0588235
9.35924e+09 0.0784314
1.10447e+10 0.0980392
1.13428e+10 0.117647
1.17451e+10 0.137255
1.21238e+10 0.156863
1.36661e+10 0.176471
1.73578e+10 0.196078
2.11602e+10 0.215686
2.16409e+10 0.235294
2.45878e+10 0.254902
2.9444e+10 0.27451
3.26047e+10 0.294118
3.39846e+10 0.313725
3.40726e+10 0.333333
3.67784e+10 0.352941
3.70703e+10 0.372549
3.72614e+10 0.392157
3.73275e+10 0.411765
3.85856e+10 0.431373
3.90274e+10 0.45098
4.03664e+10 0.470588
4.88374e+10 0.490196
4.89701e+10 0.509804
5.93726e+10 0.529412
6.35762e+10 0.54902
6.35981e+10 0.568627
6.89138e+10 0.588235
7.30165e+10 0.607843
8.06311e+10 0.627451
8.41103e+10 0.647059
8.42804e+10 0.666667
9.26751e+10 0.686275
9.31568e+10 0.705882
9.90212e+10 0.72549
1.03732e+11 0.745098
1.09818e+11 0.764706
1.13948e+11 0.784314
1.15779e+11 0.803922
1.3895e+11 0.823529
1.4434e+11 0.843137
1.49623e+11 0.862745
1.84209e+11 0.882353
1.99005e+11 0.901961
2.26363e+11 0.921569
2.80013e+11 0.941176
4.56633e+11 0.960784
4.74912e+11 0.980392
8.58008e+11 1
