0.0 0.0
9.36889e+08 0.0196078
1.0884e+10 0.0392157
1.59356e+10 0.0588235
3.2509e+10 0.0784314
4.94683e+10 0.0980392
7.43133e+10 0.117647
1.13589e+11 0.137255
1.20674e+11 0.156863
1.34164e+11 0.176471
1.40417e+11 0.196078
1.50547e+11 0.215686
1.98835e+11 0.235294
2.04859e+11 0.254902
2.63508e+11 0.27451
3.03292e+11 0.294118
3.12549e+11 0.313725
3.57034e+11 0.333333
4.42701e+11 0.352941
5.37816e+11 0.372549
7.44821e+11 0.392157
9.6432e+11 0.411765
1.09386e+12 0.431373
1.10315e+12 0.45098
1.22602e+12 0.470588
1.24595e+12 0.490196
1.54732e+12 0.509804
1.63631e+12 0.529412
2.96994e+12 0.54902
3.79557e+12 0.568627
3.83372e+12 0.588235
4.86543e+12 0.607843
5.87419e+12 0.627451
1.00812e+13 0.647059
1.04724e+13 0.666667
1.1126e+13 0.686275
1.76324e+13 0.705882
1.79327e+13 0.72549
2.52112e+13 0.745098
2.70903e+13 0.764706
4.04063e+13 0.784314
4.18705e+13 0.803922
4.62642e+13 0.823529
5.04681e+13 0.843137
6.16159e+13 0.862745
6.5253e+13 0.882353
8.8284e+13 0.901961
1.22663e+14 0.921569
1.9717e+14 0.941176
3.87018e+14 0.960784
1.03479e+15 0.980392
1.31776e+15 1
