0.0 0.0
2.11417e+07 0.02
2.81852e+07 0.04
4.39621e+07 0.06
2.08745e+08 0.08
2.11515e+08 0.1
2.71755e+08 0.12
6.02316e+08 0.14
8.41504e+08 0.16
1.12948e+09 0.18
1.54779e+09 0.2
1.95168e+09 0.22
2.21422e+09 0.24
2.42173e+09 0.26
2.68935e+09 0.28
3.48175e+09 0.3
5.0405e+09 0.32
5.37605e+09 0.34
5.49823e+09 0.36
7.14606e+09 0.38
7.50447e+09 0.4
7.68594e+09 0.42
8.92006e+09 0.44
9.37439e+09 0.46
9.39155e+09 0.48
1.01288e+10 0.5
1.01867e+10 0.52
1.4959e+10 0.54
1.63298e+10 0.56
1.73462e+10 0.58
1.87606e+10 0.6
1.88176e+10 0.62
2.2818e+10 0.64
2.44664e+10 0.66
2.72024e+10 0.68
3.06917e+10 0.7
7.26685e+10 0.72
7.64944e+10 0.74
8.40161e+10 0.76
1.2616e+11 0.78
1.96611e+11 0.8
2.08608e+11 0.82
2.98122e+11 0.84
3.44451e+11 0.86
3.53191e+11 0.88
3.59779e+11 0.9
3.78977e+11 0.92
1.18793e+12 0.94
1.39164e+12 0.96
3.2187e+12 0.98
2.21921e+13 1
